cuenta_normalizada,company,industria,tier_cuenta,servicio_normalizado,service_name,familia,subfamilia,pilar,modelo_comercial,ticket_tipo,cobertura,etiqueta_cobertura,tipo_oportunidad,score,prioridad,ranking_en_cuenta,valor_potencial_eur,c_demanda,c_afinidad,c_valor,c_momentum,c_adyacencia,score_base,factor_estado,factor_recencia,penetracion_pct,win_rate,momentum_pct,adopcion_industria_pct,cuentas_industria_ejecutan,cuentas_industria,basket_confianza_ejecutado,basket_lift_ejecutado,n_pitches,n_perdidos,ultima_derrota,dias_desde_derrota,reactivable,ultimo_movimiento,motivo,accion_sugerida
Telefonica,TELEFONICA,Telco,Estrategica,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,21.0,C,24,1271.0,0.0,0.0,0.294,0.896,0.25,21.043,1.0,1.0,0.0,0.0,100.0,0.0,0,3,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Gasco,GASCO,Energia & Combustibles,Emergente,BI Services,BI Services,Analytics & Optimizacion Digital,Business Intelligence,CSA - Tech,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.8,C,25,266.0,0.299,0.0,0.0,0.968,0.1,20.783,1.0,1.0,3.4,0.5,100.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
LATAM Airlines,LATAM AERLINES,Travel & Aerolineas,Desarrollo,BI Services,BI Services,Analytics & Optimizacion Digital,Business Intelligence,CSA - Tech,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.8,C,24,266.0,0.299,0.0,0.0,0.968,0.1,20.783,1.0,1.0,3.4,0.5,100.0,0.0,0,2,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Lactalis,LACTALIS,CPG Alimentos,Emergente,BI Services,BI Services,Analytics & Optimizacion Digital,Business Intelligence,CSA - Tech,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.8,C,24,266.0,0.299,0.0,0.0,0.968,0.1,20.783,1.0,1.0,3.4,0.5,100.0,0.0,0,2,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Sky Airline,SKY AIRLINE,Travel & Aerolineas,Emergente,BI Services,BI Services,Analytics & Optimizacion Digital,Business Intelligence,CSA - Tech,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.8,C,24,266.0,0.299,0.0,0.0,0.968,0.1,20.783,1.0,1.0,3.4,0.5,100.0,0.0,0,2,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Watts,WATTS,CPG Alimentos,Desarrollo,BI Services,BI Services,Analytics & Optimizacion Digital,Business Intelligence,CSA - Tech,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.8,C,23,266.0,0.299,0.0,0.0,0.968,0.1,20.783,1.0,1.0,3.4,0.5,100.0,0.0,0,2,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Cruz Verde,CRUZ VERDE,Retail Farmacia,Emergente,ABCD Detector,ABCD Detector - Basic (20 Videos) per month,Creative Intelligence & GenAI,Creative Analytics,CSA - Tech,Recurrente,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.6,C,25,3488.0,0.0,0.0,0.484,0.826,0.1,20.615,1.0,1.0,0.0,0.0,75.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Decathlon,DECATHLON,Retail Deportes,Emergente,ABCD Detector,ABCD Detector - Basic (20 Videos) per month,Creative Intelligence & GenAI,Creative Analytics,CSA - Tech,Recurrente,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.6,C,25,3488.0,0.0,0.0,0.484,0.826,0.1,20.615,1.0,1.0,0.0,0.0,75.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Escuela de Comercio y Servicio,ESCUELA DE COMERCIO Y SERVICIO,Educacion,Emergente,ABCD Detector,ABCD Detector - Basic (20 Videos) per month,Creative Intelligence & GenAI,Creative Analytics,CSA - Tech,Recurrente,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.6,C,25,3488.0,0.0,0.0,0.484,0.826,0.1,20.615,1.0,1.0,0.0,0.0,75.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
GAES,GAES,Salud,Emergente,ABCD Detector,ABCD Detector - Basic (20 Videos) per month,Creative Intelligence & GenAI,Creative Analytics,CSA - Tech,Recurrente,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.6,C,25,3488.0,0.0,0.0,0.484,0.826,0.1,20.615,1.0,1.0,0.0,0.0,75.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
LATAM Airlines,LATAM AERLINES,Travel & Aerolineas,Desarrollo,ABCD Detector,ABCD Detector - Basic (20 Videos) per month,Creative Intelligence & GenAI,Creative Analytics,CSA - Tech,Recurrente,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.6,C,25,3488.0,0.0,0.0,0.484,0.826,0.1,20.615,1.0,1.0,0.0,0.0,75.0,0.0,0,2,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Lactalis,LACTALIS,CPG Alimentos,Emergente,ABCD Detector,ABCD Detector - Basic (20 Videos) per month,Creative Intelligence & GenAI,Creative Analytics,CSA - Tech,Recurrente,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.6,C,25,3488.0,0.0,0.0,0.484,0.826,0.1,20.615,1.0,1.0,0.0,0.0,75.0,0.0,0,2,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Polla Chilena,POLLA,Juegos & Entretenimiento,Emergente,ABCD Detector,ABCD Detector - Basic (20 Videos) per month,Creative Intelligence & GenAI,Creative Analytics,CSA - Tech,Recurrente,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.6,C,24,3488.0,0.0,0.0,0.484,0.826,0.1,20.615,1.0,1.0,0.0,0.0,75.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Reckitt,RECKITT,CPG Cuidado Personal,Emergente,ABCD Detector,ABCD Detector - Basic (20 Videos) per month,Creative Intelligence & GenAI,Creative Analytics,CSA - Tech,Recurrente,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.6,C,25,3488.0,0.0,0.0,0.484,0.826,0.1,20.615,1.0,1.0,0.0,0.0,75.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Sky Airline,SKY AIRLINE,Travel & Aerolineas,Emergente,ABCD Detector,ABCD Detector - Basic (20 Videos) per month,Creative Intelligence & GenAI,Creative Analytics,CSA - Tech,Recurrente,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.6,C,25,3488.0,0.0,0.0,0.484,0.826,0.1,20.615,1.0,1.0,0.0,0.0,75.0,0.0,0,2,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Tenpo,TENPO,Fintech & Banca,Emergente,ABCD Detector,ABCD Detector - Basic (20 Videos) per month,Creative Intelligence & GenAI,Creative Analytics,CSA - Tech,Recurrente,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.6,C,24,3488.0,0.0,0.0,0.484,0.826,0.1,20.615,1.0,1.0,0.0,0.0,75.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
WOM,WOM,Telco,Desarrollo,ABCD Detector,ABCD Detector - Basic (20 Videos) per month,Creative Intelligence & GenAI,Creative Analytics,CSA - Tech,Recurrente,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,20.6,C,24,3488.0,0.0,0.0,0.484,0.826,0.1,20.615,1.0,1.0,0.0,0.0,75.0,0.0,0,3,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Claro,CLARO,Telco,Estrategica,Shopping Insider / Feed AI,Shopping Insider / Feed AI,Analytics & Optimizacion Digital,Retail & Feed,CSA - Tech,Proyecto,Bajo,PERDIDO,Ofrecido y perdido,Reactivacion,19.3,C,19,3976.0,0.0,0.046,0.509,0.185,0.75,27.562,0.7,1.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,1.0,1.0,2025-06-30,423.0,True,2025-06-30,"Adyacente a analytics & optimizacion digital, familia donde la cuenta ya compra; se perdio hace 423 dias.",Re-pitchear con nuevo angulo (revisar motivo de perdida)
Polla Chilena,POLLA,Juegos & Entretenimiento,Emergente,Online Data Optimization - E-commerce,Online Data Optimization - sites with E-commerce,Analytics & Optimizacion Digital,Online Data Optimization,CSA - Tech,Proyecto,Medio,EN_PAUSA,En pausa,Rescate (en pausa),18.5,C,25,7336.0,0.299,0.058,0.624,0.983,0.1,33.697,0.55,1.0,3.4,0.5,100.0,0.0,0,1,0.0,0.0,1.0,0.0,,,,2026-06-15,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses; quedo en pausa: falta destrabar.,Destrabar la propuesta en pausa con el contacto original
Claro,CLARO,Telco,Estrategica,Geolift,Geolift,Measurement & Efectividad,Incrementalidad & Experimentos,CSA - Science,Proyecto,Bajo,PERDIDO,Ofrecido y perdido,Reactivacion,18.4,C,20,3628.0,0.0,0.0,0.491,0.202,0.75,26.266,0.7,1.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,1.0,1.0,2025-09-30,331.0,True,2025-09-30,"Adyacente a measurement & efectividad, familia donde la cuenta ya compra; se perdio hace 331 dias.",Re-pitchear con nuevo angulo (revisar motivo de perdida)
Verisure,VERISURE,Servicios Hogar & Seguridad,Desarrollo,MIM Bayesiano,MIM Bayesiano,Measurement & Efectividad,Marketing Mix Modeling,CSA - Science,Proyecto,Alto,PERDIDO,Ofrecido y perdido,Reactivacion,18.4,C,23,34348.0,0.0,0.0,0.914,0.648,0.1,26.239,0.7,1.0,0.0,0.0,50.0,0.0,0,1,0.0,0.0,1.0,1.0,2025-08-30,362.0,True,2025-08-30,Sin anclaje en el portafolio actual de la cuenta; se perdio hace 362 dias.,Re-pitchear con nuevo angulo (revisar motivo de perdida)
Parque Arauco,PARQUE ARAUCO,Real Estate & Malls,Estrategica,Online Data Optimization - No E-commerce,Online Data Optimization - sites without E-commerce,Analytics & Optimizacion Digital,Online Data Optimization,CSA - Tech,Proyecto,Bajo,EN_PAUSA,En pausa,Rescate (en pausa),18.3,C,26,3709.0,0.141,0.0,0.495,0.909,0.5,33.219,0.55,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,1.0,0.0,,,,2026-06-15,Servicio con demanda activa en los ultimos meses; quedo en pausa: falta destrabar.,Destrabar la propuesta en pausa con el contacto original
Esmax,ESMAX,Energia & Combustibles,Desarrollo,Custom Bidding,Custom Bidding,Activacion & Bidding,Bidding Avanzado,CSA - Tech,Proyecto,Medio,BLANCO,Nunca ofrecido,Espacio blanco,18.1,C,24,6936.0,0.0,0.0,0.613,0.169,0.25,18.066,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio sin movimiento en el mercado hace mas de un ano.,Construir caso con benchmark de la industria antes de pitchear
Cruz Verde,CRUZ VERDE,Retail Farmacia,Emergente,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,26,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Decathlon,DECATHLON,Retail Deportes,Emergente,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,26,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Escuela de Comercio y Servicio,ESCUELA DE COMERCIO Y SERVICIO,Educacion,Emergente,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,26,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
GAES,GAES,Salud,Emergente,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,26,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Gasco,GASCO,Energia & Combustibles,Emergente,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,26,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Inchcape Americas,INCHAPE AMERICAS,Automotriz,Desarrollo,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,24,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
LATAM Airlines,LATAM AERLINES,Travel & Aerolineas,Desarrollo,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,26,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,2,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Lactalis,LACTALIS,CPG Alimentos,Emergente,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,26,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,2,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
PC Factory,PC FACTORY,Retail Electro,Emergente,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,25,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
PJ Chile SpA,PJ CHILE SPA,Food & QSR,Emergente,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,26,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Polla Chilena,POLLA,Juegos & Entretenimiento,Emergente,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,26,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Reckitt,RECKITT,CPG Cuidado Personal,Emergente,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,26,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Sky Airline,SKY AIRLINE,Travel & Aerolineas,Emergente,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,26,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,2,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Tenpo,TENPO,Fintech & Banca,Emergente,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,25,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Tricot,TRICOT,Retail Vestuario,Emergente,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,26,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
WOM,WOM,Telco,Desarrollo,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,25,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,3,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Watts,WATTS,CPG Alimentos,Desarrollo,Investment Curves,Investment Curves (by conversion:channel),Measurement & Efectividad,Curvas de Inversion,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,18.0,C,24,1271.0,0.0,0.0,0.294,0.896,0.1,18.043,1.0,1.0,0.0,0.0,100.0,0.0,0,2,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Usar como abrepuertas de bajo ticket
Esmax,ESMAX,Energia & Combustibles,Desarrollo,Shopping Insider / Feed AI,Shopping Insider / Feed AI,Analytics & Optimizacion Digital,Retail & Feed,CSA - Tech,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,17.6,C,25,3976.0,0.0,0.046,0.509,0.185,0.25,17.562,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Telefonica,TELEFONICA,Telco,Estrategica,ABCD Detector,ABCD Detector - Basic (20 Videos) per month,Creative Intelligence & GenAI,Creative Analytics,CSA - Tech,Recurrente,Bajo,EN_PAUSA,En pausa,Rescate (en pausa),17.1,C,25,3488.0,0.0,0.099,0.484,0.826,0.5,31.179,0.55,1.0,0.0,0.0,75.0,0.0,0,3,0.0,0.0,1.0,0.0,,,,2026-07-20,Servicio con demanda activa en los ultimos meses; quedo en pausa: falta destrabar.,Destrabar la propuesta en pausa con el contacto original
Watts,WATTS,CPG Alimentos,Desarrollo,ABCD Detector,ABCD Detector - Basic (20 Videos) per month,Creative Intelligence & GenAI,Creative Analytics,CSA - Tech,Recurrente,Bajo,PERDIDO,Ofrecido y perdido,Reactivacion,16.6,C,25,3488.0,0.0,0.119,0.484,0.826,0.1,23.704,0.7,1.0,0.0,0.0,75.0,0.0,0,2,0.0,0.0,1.0,1.0,2025-06-30,423.0,True,2025-06-30,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses; se perdio hace 423 dias.,Re-pitchear con nuevo angulo (revisar motivo de perdida)
Copec Flux,COPEC FLUX,Energia & Combustibles,Estrategica,Geolift,Geolift,Measurement & Efectividad,Incrementalidad & Experimentos,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,16.3,C,25,3628.0,0.0,0.0,0.491,0.202,0.25,16.266,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Enex,ENEX,Energia & Combustibles,Desarrollo,Geolift,Geolift,Measurement & Efectividad,Incrementalidad & Experimentos,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,16.3,C,29,3628.0,0.0,0.0,0.491,0.202,0.25,16.266,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Gildemeister,GILDEMEISTER,Automotriz,Estrategica,Geolift,Geolift,Measurement & Efectividad,Incrementalidad & Experimentos,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,16.3,C,23,3628.0,0.0,0.0,0.491,0.202,0.25,16.266,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Indumotora,INDUMOTORA,Automotriz,Estrategica,Geolift,Geolift,Measurement & Efectividad,Incrementalidad & Experimentos,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,16.3,C,23,3628.0,0.0,0.0,0.491,0.202,0.25,16.266,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Parque Arauco,PARQUE ARAUCO,Real Estate & Malls,Estrategica,Geolift,Geolift,Measurement & Efectividad,Incrementalidad & Experimentos,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,16.3,C,27,3628.0,0.0,0.0,0.491,0.202,0.25,16.266,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Porsche Group,PORSCHE GROUP,Automotriz,Desarrollo,Geolift,Geolift,Measurement & Efectividad,Incrementalidad & Experimentos,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,16.3,C,29,3628.0,0.0,0.0,0.491,0.202,0.25,16.266,1.0,1.0,0.0,0.0,0.0,0.0,0,4,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
SMU,SMU,Retail Supermercados,Emergente,Geolift,Geolift,Measurement & Efectividad,Incrementalidad & Experimentos,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,16.3,C,29,3628.0,0.0,0.0,0.491,0.202,0.25,16.266,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
TUA,TUA,Por clasificar,Emergente,Geolift,Geolift,Measurement & Efectividad,Incrementalidad & Experimentos,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,16.3,C,27,3628.0,0.0,0.0,0.491,0.202,0.25,16.266,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Telefonica,TELEFONICA,Telco,Estrategica,Geolift,Geolift,Measurement & Efectividad,Incrementalidad & Experimentos,CSA - Science,Proyecto,Bajo,BLANCO,Nunca ofrecido,Espacio blanco,16.3,C,26,3628.0,0.0,0.0,0.491,0.202,0.25,16.266,1.0,1.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta.,Usar como abrepuertas de bajo ticket
Claro,CLARO,Telco,Estrategica,Custom Bidding,Custom Bidding,Activacion & Bidding,Bidding Avanzado,CSA - Tech,Proyecto,Medio,PERDIDO,Ofrecido y perdido,Reactivacion,16.1,C,21,6936.0,0.0,0.0,0.613,0.169,0.5,23.066,0.7,1.0,0.0,0.0,0.0,0.0,0,3,0.0,0.0,1.0,1.0,2025-07-27,396.0,True,2025-07-27,Servicio sin movimiento en el mercado hace mas de un ano; se perdio hace 396 dias.,Re-pitchear con nuevo angulo (revisar motivo de perdida)
